 .,State_Code,State,District_Key,District,Confirmed,Active,Recovered,Deceased,Migrated_Other,Delta_Confirmed,Delta_Active,Delta_Recovered,Delta_Deceased,District_Notes,Last_Updated
182,GJ,Gujarat,GJ_Rajkot,Rajkot,85901,324,84778,799,0,0,0,0,0,,
183,GJ,Gujarat,GJ_Sabarkantha,Sabarkantha,12066,92,11811,163,0,0,0,0,0,,
184,GJ,Gujarat,GJ_Surat,Surat,209014,548,206385,2081,0,0,0,0,0,,
185,GJ,Gujarat,GJ_Surendranagar,Surendranagar,10243,38,10066,139,0,0,0,0,0,,
186,GJ,Gujarat,GJ_Tapi,Tapi,5890,30,5830,30,0,0,0,0,0,,
188,GJ,Gujarat,GJ_Vadodara,Vadodara,143606,855,141830,921,0,0,0,0,0,,
189,GJ,Gujarat,GJ_Valsad,Valsad,13518,99,13327,92,0,0,0,0,0,,
212,HP,Himachal Pradesh,HP_Bilaspur,Bilaspur,19133,394,18642,96,1,0,0,0,0,,
213,HP,Himachal Pradesh,HP_Chamba,Chamba,17687,303,17203,179,2,0,0,0,0,,
214,HP,Himachal Pradesh,HP_Hamirpur,Hamirpur,24635,498,23805,331,1,0,0,0,0,,
215,HP,Himachal Pradesh,HP_Kangra,Kangra,67878,1227,65391,1253,7,0,0,0,0,,
216,HP,Himachal Pradesh,HP_Kinnaur,Kinnaur,4760,88,4631,41,0,0,0,0,0,,
217,HP,Himachal Pradesh,HP_Kullu,Kullu,12769,211,12393,163,2,0,0,0,0,,
218,HP,Himachal Pradesh,HP_Lahaul and Spiti,Lahaul and Spiti,3387,42,3327,18,0,0,0,0,0,,
219,HP,Himachal Pradesh,HP_Mandi,Mandi,41474,1027,39939,507,1,0,0,0,0,,
220,HP,Himachal Pradesh,HP_Shimla,Shimla,38164,876,36565,719,4,0,0,0,0,,
221,HP,Himachal Pradesh,HP_Sirmaur,Sirmaur,20615,185,20209,221,0,0,0,0,0,,
222,HP,Himachal Pradesh,HP_Solan,Solan,31410,260,30814,336,0,0,0,0,0,,
223,HP,Himachal Pradesh,HP_Una,Una,19302,291,18727,282,2,0,0,0,0,,
0,HR,Haryana,HR_Foreign Evacuees,Foreign Evacuees,0,0,0,0,0,0,0,0,0,,
190,HR,Haryana,HR_Ambala,Ambala,41959,281,41136,542,0,0,0,0,0,,
191,HR,Haryana,HR_Bhiwani,Bhiwani,26803,65,26073,665,0,0,0,0,0,,
192,HR,Haryana,HR_Charkhi Dadri,Charkhi Dadri,7560,19,7396,145,0,0,0,0,0,,
193,HR,Haryana,HR_Faridabad,Faridabad,133248,344,132163,741,0,0,0,0,0,,
194,HR,Haryana,HR_Fatehabad,Fatehabad,20171,19,19654,498,0,0,0,0,0,,
195,HR,Haryana,HR_Gurugram,Gurugram,288881,882,286986,1013,0,0,0,0,0,,
196,HR,Haryana,HR_Hisar,Hisar,62911,95,61640,1176,0,0,0,0,0,,
0,HR,Haryana,HR_Italians,Italians,0,0,0,0,0,0,0,0,0,,
197,HR,Haryana,HR_Jhajjar,Jhajjar,23711,33,23326,352,0,0,0,0,0,,
198,HR,Haryana,HR_Jind,Jind,24828,97,24189,542,0,0,0,0,0,,
199,HR,Haryana,HR_Kaithal,Kaithal,14714,158,14185,371,0,0,0,0,0,,
200,HR,Haryana,HR_Karnal,Karnal,49352,228,48526,598,0,0,0,0,0,,
201,HR,Haryana,HR_Kurukshetra,Kurukshetra,27412,131,26880,401,0,0,0,0,0,,
202,HR,Haryana,HR_Mahendragarh,Mahendragarh,24880,40,24675,165,0,0,0,0,0,,
203,HR,Haryana,HR_Nuh,Nuh,6145,5,6001,139,0,0,0,0,0,,
204,HR,Haryana,HR_Palwal,Palwal,13558,8,13379,171,0,0,0,0,0,,
205,HR,Haryana,HR_Panchkula,Panchkula,46937,415,46104,418,0,0,0,0,0,,
206,HR,Haryana,HR_Panipat,Panipat,36426,60,35692,674,0,0,0,0,0,,
207,HR,Haryana,HR_Rewari,Rewari,24766,16,24526,224,0,0,0,0,0,,
208,HR,Haryana,HR_Rohtak,Rohtak,32563,145,31881,537,0,0,0,0,0,,
209,HR,Haryana,HR_Sirsa,Sirsa,33856,84,33232,540,0,0,0,0,0,,
210,HR,Haryana,HR_Sonipat,Sonipat,59098,57,58765,276,0,0,0,0,0,,
211,HR,Haryana,HR_Yamunanagar,Yamunanagar,31492,154,30881,457,0,0,0,0,0,,
246,JH,Jharkhand,JH_Bokaro,Bokaro,23955,73,23582,300,0,0,0,0,0,,
247,JH,Jharkhand,JH_Chatra,Chatra,7901,12,7835,54,0,0,0,0,0,,
248,JH,Jharkhand,JH_Deoghar,Deoghar,14627,98,14409,120,0,0,0,0,0,,
249,JH,Jharkhand,JH_Dhanbad,Dhanbad,20025,8,19617,400,0,0,0,0,0,,
250,JH,Jharkhand,JH_Dumka,Dumka,7799,6,7746,47,0,0,0,0,0,,
264,JH,Jharkhand,JH_East Singhbhum,East Singhbhum,70712,350,69239,1123,0,0,0,0,0,,
251,JH,Jharkhand,JH_Garhwa,Garhwa,7817,13,7710,94,0,0,0,0,0,,
252,JH,Jharkhand,JH_Giridih,Giridih,9520,3,9386,131,0,0,0,0,0,,
253,JH,Jharkhand,JH_Godda,Godda,7597,3,7506,88,0,0,0,0,0,,
254,JH,Jharkhand,JH_Gumla,Gumla,11021,6,10973,42,0,0,0,0,0,,
255,JH,Jharkhand,JH_Hazaribagh,Hazaribagh,22902,61,22647,194,0,0,0,0,0,,
256,JH,Jharkhand,JH_Jamtara,Jamtara,6188,2,6125,61,0,0,0,0,0,,
257,JH,Jharkhand,JH_Khunti,Khunti,9197,18,9080,99,0,0,0,0,0,,
258,JH,Jharkhand,JH_Koderma,Koderma,14978,19,14817,142,0,0,0,0,0,,
259,JH,Jharkhand,JH_Latehar,Latehar,8930,25,8847,58,0,0,0,0,0,,
260,JH,Jharkhand,JH_Lohardaga,Lohardaga,7648,8,7551,89,0,0,0,0,0,,
261,JH,Jharkhand,JH_Pakur,Pakur,3039,0,3027,12,0,0,0,0,0,,
262,JH,Jharkhand,JH_Palamu,Palamu,14295,0,14184,111,0,0,0,0,0,,
265,JH,Jharkhand,JH_Ramgarh,Ramgarh,16171,58,15911,202,0,0,0,0,0,,
266,JH,Jharkhand,JH_Ranchi,Ranchi,115499,241,113650,1608,0,0,0,0,0,,
267,JH,Jharkhand,JH_Sahibganj,Sahibganj,5998,0,5956,42,0,0,0,0,0,,
268,JH,Jharkhand,JH_Saraikela-Kharsawan,Saraikela-Kharsawan,8271,54,8137,80,0,0,0,0,0,,
269,JH,Jharkhand,JH_Simdega,Simdega,10377,8,10276,93,0,0,0,0,0,,
263,JH,Jharkhand,JH_West Singhbhum,West Singhbhum,15836,20,15679,137,0,0,0,0,0,,
224,JK,Jammu and Kashmir,JK_Anantnag,Anantnag,22688,131,22338,219,0,0,0,0,0,,
226,JK,Jammu and Kashmir,JK_Bandipora,Bandipora,13850,65,13666,119,0,0,0,0,0,,
227,JK,Jammu and Kashmir,JK_Baramulla,Baramulla,38777,921,37552,304,0,0,0,0,0,,
225,JK,Jammu and Kashmir,JK_Budgam,Budgam,35244,120,34887,237,0,0,0,0,0,,
228,JK,Jammu and Kashmir,JK_Doda,Doda,11732,145,11443,144,0,0,0,0,0,,
229,JK,Jammu and Kashmir,JK_Ganderbal,Ganderbal,13782,19,13678,85,0,0,0,0,0,,
230,JK,Jammu and Kashmir,JK_Jammu,Jammu,79937,1035,77670,1232,0,0,0,0,0,,
231,JK,Jammu and Kashmir,JK_Kathua,Kathua,11714,48,11497,169,0,0,0,0,0,,
232,JK,Jammu and Kashmir,JK_Kishtwar,Kishtwar,6059,79,5934,46,0,0,0,0,0,,
233,JK,Jammu and Kashmir,JK_Kulgam,Kulgam,16450,82,16248,120,0,0,0,0,0,,
234,JK,Jammu and Kashmir,JK_Kupwara,Kupwara,22158,176,21808,174,0,0,0,0,0,,
235,JK,Jammu and Kashmir,JK_Mirpur,Mirpur,0,0,0,0,0,0,0,0,0,,
236,JK,Jammu and Kashmir,JK_Muzaffarabad,Muzaffarabad,0,0,0,0,0,0,0,0,0,,
237,JK,Jammu and Kashmir,JK_Pulwama,Pulwama,18520,34,18285,201,0,0,0,0,0,,
238,JK,Jammu and Kashmir,JK_Punch,Punch,7883,57,7715,111,0,0,0,0,0,,
239,JK,Jammu and Kashmir,JK_Rajouri,Rajouri,13020,78,12693,249,0,0,0,0,0,,
240,JK,Jammu and Kashmir,JK_Ramban,Ramban,8274,76,8129,69,0,0,0,0,0,,
241,JK,Jammu and Kashmir,JK_Reasi,Reasi,8726,10,8667,49,0,0,0,0,0,,
242,JK,Jammu and Kashmir,JK_Samba,Samba,9262,67,9069,126,0,0,0,0,0,,
243,JK,Jammu and Kashmir,JK_Shopiyan,Shopiyan,6323,7,6256,60,0,0,0,0,0,,
244,JK,Jammu and Kashmir,JK_Srinagar,Srinagar,106357,1628,103819,910,0,0,0,0,0,,
245,JK,Jammu and Kashmir,JK_Udhampur,Udhampur,15148,68,14931,149,0,0,0,0,0,,
270,KA,Karnataka,KA_Bagalkote,Bagalkote,40869,51,40450,368,0,0,0,0,0,,
271,KA,Karnataka,KA_Ballari,Ballari,115989,208,114013,1766,2,0,0,0,0,,
272,KA,Karnataka,KA_Belagavi,Belagavi,100660,212,99441,1005,2,0,0,0,0,,
274,KA,Karnataka,KA_Bengaluru Rural,Bengaluru Rural,79691,141,78643,907,0,0,0,0,0,,
273,KA,Karnataka,KA_Bengaluru Urban,Bengaluru Urban,1838334,8296,1813063,16974,1,0,0,0,0,,
275,KA,Karnataka,KA_Bidar,Bidar,29961,59,29478,420,4,0,0,0,0,,
276,KA,Karnataka,KA_Chamarajanagara,Chamarajanagara,43742,65,43142,524,11,0,0,0,0,,
277,KA,Karnataka,KA_Chikkaballapura,Chikkaballapura,55741,49,55230,461,1,0,0,0,0,,
278,KA,Karnataka,KA_Chikkamagaluru,Chikkamagaluru,57368,20,56941,407,0,0,0,0,0,,
279,KA,Karnataka,KA_Chitradurga,Chitradurga,46426,11,46176,239,0,0,0,0,0,,
280,KA,Karnataka,KA_Dakshina Kannada,Dakshina Kannada,136265,73,134338,1844,10,0,0,0,0,,
281,KA,Karnataka,KA_Davanagere,Davanagere,57646,40,56982,624,0,0,0,0,0,,
282,KA,Karnataka,KA_Dharwad,Dharwad,84877,171,83312,1387,7,0,0,0,0,,
283,KA,Karnataka,KA_Gadag,Gadag,30620,15,30268,337,0,0,0,0,0,,
284,KA,Karnataka,KA_Hassan,Hassan,144250,180,142761,1307,2,0,0,0,0,,
285,KA,Karnataka,KA_Haveri,Haveri,26923,39,26214,670,0,0,0,0,0,,
286,KA,Karnataka,KA_Kalaburagi,Kalaburagi,76944,193,75867,884,0,0,0,0,0,,
287,KA,Karnataka,KA_Kodagu,Kodagu,49497,173,48971,352,1,0,0,0,0,,
288,KA,Karnataka,KA_Kolar,Kolar,63365,54,62646,665,0,0,0,0,0,,
289,KA,Karnataka,KA_Koppal,Koppal,41345,26,40780,539,0,0,0,0,0,,
290,KA,Karnataka,KA_Mandya,Mandya,101733,107,100915,711,0,0,0,0,0,,
291,KA,Karnataka,KA_Mysuru,Mysuru,230561,247,227754,2560,0,0,0,0,0,,
0,KA,Karnataka,KA_Other State,Other State,36,0,33,3,0,0,0,0,0,,
292,KA,Karnataka,KA_Raichur,Raichur,45576,68,45142,366,0,0,0,0,0,,
293,KA,Karnataka,KA_Ramanagara,Ramanagara,29872,13,29512,347,0,0,0,0,0,,
294,KA,Karnataka,KA_Shivamogga,Shivamogga,83536,82,82323,1130,1,0,0,0,0,,
295,KA,Karnataka,KA_Tumakuru,Tumakuru,160198,158,158821,1219,0,0,0,0,0,,
296,KA,Karnataka,KA_Udupi,Udupi,95892,48,95297,547,0,0,0,0,0,,
297,KA,Karnataka,KA_Uttara Kannada,Uttara Kannada,71415,69,70536,810,0,0,0,0,0,,
298,KA,Karnataka,KA_Vijayapura,Vijayapura,41077,25,40531,521,0,0,0,0,0,,
299,KA,Karnataka,KA_Yadgir,Yadgir,29977,3,29762,212,0,0,0,0,0,,
0,KL,Kerala,KL_Other State,Other State,0,0,0,0,0,0,0,0,0,,
300,KL,Kerala,KL_Alappuzha,Alappuzha,394711,-1936,391415,5192,40,0,0,0,0,,
301,KL,Kerala,KL_Ernakulam,Ernakulam,904820,6437,890329,7984,70,0,0,0,0,,
302,KL,Kerala,KL_Idukki,Idukki,211182,1424,208289,1460,9,0,0,0,0,,
303,KL,Kerala,KL_Kannur,Kannur,350449,-431,346463,4364,53,0,0,0,0,,
304,KL,Kerala,KL_Kasaragod,Kasaragod,167179,2127,163682,1353,17,0,0,0,0,,
305,KL,Kerala,KL_Kollam,Kollam,517513,606,510462,6388,57,0,0,0,0,,
306,KL,Kerala,KL_Kottayam,Kottayam,458390,28,453893,4451,18,0,0,0,0,,
307,KL,Kerala,KL_Kozhikode,Kozhikode,678151,-2598,674455,6250,44,0,0,0,0,,
308,KL,Kerala,KL_Malappuram,Malappuram,648770,-1560,644161,6137,32,0,0,0,0,,
309,KL,Kerala,KL_Palakkad,Palakkad,451841,3488,442675,5654,24,0,0,0,0,,
310,KL,Kerala,KL_Pathanamthitta,Pathanamthitta,274372,5852,266051,2458,11,0,0,0,0,,
311,KL,Kerala,KL_Thiruvananthapuram,Thiruvananthapuram,724980,4294,712248,8324,114,0,0,0,0,,
312,KL,Kerala,KL_Thrissur,Thrissur,674142,-1603,668359,7360,26,0,0,0,0,,
313,KL,Kerala,KL_Wayanad,Wayanad,169011,1173,166833,991,14,0,0,0,0,,
314,LA,Ladakh,LA_Kargil,Kargil,5308,13,5235,60,0,0,0,0,0,,
315,LA,Ladakh,LA_Leh,Leh,23592,85,23339,168,0,0,0,0,0,,
316,LD,Lakshadweep,LD_Lakshadweep,Lakshadweep,11381,25,11261,51,44,0,0,0,0,,
369,MH,Maharashtra,MH_Ahmednagar,Ahmednagar,379688,416,372026,7246,0,0,0,0,0,,
370,MH,Maharashtra,MH_Akola,Akola,66786,49,65263,1474,0,0,0,0,0,,
371,MH,Maharashtra,MH_Amravati,Amravati,106717,194,104898,1625,0,0,0,0,0,,
372,MH,Maharashtra,MH_Aurangabad,Aurangabad,178215,242,173685,4288,0,0,0,0,0,,
374,MH,Maharashtra,MH_Beed,Beed,109551,47,106617,2887,0,0,0,0,0,,
373,MH,Maharashtra,MH_Bhandara,Bhandara,69088,283,67663,1142,0,0,0,0,0,,
375,MH,Maharashtra,MH_Buldhana,Buldhana,92857,75,91943,839,0,0,0,0,0,,
376,MH,Maharashtra,MH_Chandrapur,Chandrapur,99465,134,97736,1595,0,0,0,0,0,,
377,MH,Maharashtra,MH_Dhule,Dhule,51280,95,50515,670,0,0,0,0,0,,
378,MH,Maharashtra,MH_Gadchiroli,Gadchiroli,37311,92,36491,728,0,0,0,0,0,,
379,MH,Maharashtra,MH_Gondia,Gondia,45704,77,45040,587,0,0,0,0,0,,
380,MH,Maharashtra,MH_Hingoli,Hingoli,22397,26,21856,515,0,0,0,0,0,,
381,MH,Maharashtra,MH_Jalgaon,Jalgaon,150072,54,147256,2762,0,0,0,0,0,,
382,MH,Maharashtra,MH_Jalna,Jalna,67319,108,65987,1224,0,0,0,0,0,,
383,MH,Maharashtra,MH_Kolhapur,Kolhapur,221157,141,215105,5911,0,0,0,0,0,,
384,MH,Maharashtra,MH_Latur,Latur,105835,207,103139,2489,0,0,0,0,0,,
385,MH,Maharashtra,MH_Mumbai,Mumbai,1124384,1955,1102778,19651,0,0,0,0,0,"[Sep 9]After reconciling COVID-19 cases in Mumbai, owing to the removal of duplicates and change of addresses as per the original residence, 239 cases have been removed from the progressive figures.",
386,MH,Maharashtra,MH_Mumbai Suburban,Mumbai Suburban,0,0,0,0,0,0,0,0,0,,
387,MH,Maharashtra,MH_Nagpur,Nagpur,583374,1496,572662,9216,0,0,0,0,0,District administration provides number of persons tested instead of the number of samples tested.,
388,MH,Maharashtra,MH_Nanded,Nanded,103061,90,100267,2704,0,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
389,MH,Maharashtra,MH_Nandurbar,Nandurbar,46819,30,45826,963,0,0,0,0,0,,
390,MH,Maharashtra,MH_Nashik,Nashik,476542,598,467028,8916,0,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
391,MH,Maharashtra,MH_Osmanabad,Osmanabad,76054,191,73724,2139,0,0,0,0,0,,
0,MH,Maharashtra,MH_Other State,Other State,144,0,31,113,0,0,0,0,0,,
392,MH,Maharashtra,MH_Palghar,Palghar,167082,153,163510,3419,0,0,0,0,0,,
393,MH,Maharashtra,MH_Parbhani,Parbhani,58713,30,57404,1279,0,0,0,0,0,,
394,MH,Maharashtra,MH_Pune,Pune,1488480,3665,1464243,20572,0,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
395,MH,Maharashtra,MH_Raigad,Raigad,252719,253,247508,4958,0,0,0,0,0,Number of active cases differs in the state bulletin and district bulletin. We follow the state bulletin.,
396,MH,Maharashtra,MH_Ratnagiri,Ratnagiri,85156,69,82535,2552,0,0,0,0,0,,
397,MH,Maharashtra,MH_Sangli,Sangli,228147,213,222268,5666,0,0,0,0,0,,
398,MH,Maharashtra,MH_Satara,Satara,279632,162,272733,6737,0,0,0,0,0,,
399,MH,Maharashtra,MH_Sindhudurg,Sindhudurg,57687,73,56078,1536,0,0,0,0,0,,
400,MH,Maharashtra,MH_Solapur,Solapur,228697,224,222586,5887,0,0,0,0,0,,
401,MH,Maharashtra,MH_Thane,Thane,794327,781,781596,11950,0,0,0,0,0,,
402,MH,Maharashtra,MH_Wardha,Wardha,66131,85,64637,1409,0,0,0,0,0,,
403,MH,Maharashtra,MH_Washim,Washim,47096,165,46290,641,0,0,0,0,0,,
404,MH,Maharashtra,MH_Yavatmal,Yavatmal,82484,110,80554,1820,0,0,0,0,0,,
421,ML,Meghalaya,ML_East Garo Hills,East Garo Hills,2068,8,2042,18,0,0,0,0,0,,
422,ML,Meghalaya,ML_East Jaintia Hills,East Jaintia Hills,2649,13,2597,39,0,0,0,0,0,,
423,ML,Meghalaya,ML_East Khasi Hills,East Khasi Hills,47598,102,46420,1076,0,0,0,0,0,,
424,ML,Meghalaya,ML_North Garo Hills,North Garo Hills,1907,15,1883,9,0,0,0,0,0,,
425,ML,Meghalaya,ML_Ribhoi,Ribhoi,10485,25,10359,101,0,0,0,0,0,,
426,ML,Meghalaya,ML_South Garo Hills,South Garo Hills,1390,25,1351,14,0,0,0,0,0,,
427,ML,Meghalaya,ML_South West Garo Hills,South West Garo Hills,2185,39,2125,21,0,0,0,0,0,,
428,ML,Meghalaya,ML_South West Khasi Hills,South West Khasi Hills,2701,0,2681,20,0,0,0,0,0,,
429,ML,Meghalaya,ML_West Garo Hills,West Garo Hills,11499,417,10999,83,0,0,0,0,0,,
430,ML,Meghalaya,ML_West Jaintia Hills,West Jaintia Hills,7246,29,7078,139,0,0,0,0,0,,
431,ML,Meghalaya,ML_West Khasi Hills,West Khasi Hills,5668,2,5588,78,0,0,0,0,0,,
767,ML,Meghalaya,ML_Eastern West Khasi Hills,Eastern West Khasi Hills,151,1,142,8,0,0,0,0,0,,
0,MN,Manipur,MN_CAPF Personnel,CAPF Personnel,3537,1854,1681,2,0,0,0,0,0,,
405,MN,Manipur,MN_Bishnupur,Bishnupur,9832,9578,58,196,0,0,0,0,0,,
406,MN,Manipur,MN_Chandel,Chandel,2422,2377,4,41,0,0,0,0,0,,
407,MN,Manipur,MN_Churachandpur,Churachandpur,10661,10441,58,162,0,0,0,0,0,,
408,MN,Manipur,MN_Imphal East,Imphal East,30066,29414,150,502,0,0,0,0,0,,
409,MN,Manipur,MN_Imphal West,Imphal West,48425,47711,52,662,0,0,0,0,0,,
410,MN,Manipur,MN_Jiribam,Jiribam,1006,998,2,6,0,0,0,0,0,,
411,MN,Manipur,MN_Kakching,Kakching,6845,6696,27,122,0,0,0,0,0,,
412,MN,Manipur,MN_Kamjong,Kamjong,942,921,17,4,0,0,0,0,0,,
413,MN,Manipur,MN_Kangpokpi,Kangpokpi,2587,2504,19,64,0,0,0,0,0,,
414,MN,Manipur,MN_Noney,Noney,1070,1047,18,5,0,0,0,0,0,,
415,MN,Manipur,MN_Pherzawl,Pherzawl,470,455,15,0,0,0,0,0,0,,
416,MN,Manipur,MN_Senapati,Senapati,2246,2213,21,12,0,0,0,0,0,,
417,MN,Manipur,MN_Tamenglong,Tamenglong,3372,3324,32,16,0,0,0,0,0,,
418,MN,Manipur,MN_Tengnoupal,Tengnoupal,1051,1025,13,13,0,0,0,0,0,,
419,MN,Manipur,MN_Thoubal,Thoubal,10067,9866,23,178,0,0,0,0,0,,
420,MN,Manipur,MN_Ukhrul,Ukhrul,2885,2816,18,51,0,0,0,0,0,,
317,MP,Madhya Pradesh,MP_Agar Malwa,Agar Malwa,4151,0,4081,70,0,0,0,0,0,,
318,MP,Madhya Pradesh,MP_Alirajpur,Alirajpur,4432,1,4378,53,0,0,0,0,0,,
319,MP,Madhya Pradesh,MP_Anuppur,Anuppur,10871,0,10752,119,0,0,0,0,0,,
320,MP,Madhya Pradesh,MP_Ashoknagar,Ashoknagar,5195,1,5135,59,0,0,0,0,0,,
321,MP,Madhya Pradesh,MP_Balaghat,Balaghat,11784,14,11700,70,0,0,0,0,0,,
322,MP,Madhya Pradesh,MP_Barwani,Barwani,10215,0,10037,178,0,0,0,0,0,,
323,MP,Madhya Pradesh,MP_Betul,Betul,16524,5,16222,297,0,0,0,0,0,,
324,MP,Madhya Pradesh,MP_Bhind,Bhind,3707,1,3674,32,0,0,0,0,0,,
325,MP,Madhya Pradesh,MP_Bhopal,Bhopal,174405,300,173058,1047,0,0,0,0,0,,
326,MP,Madhya Pradesh,MP_Burhanpur,Burhanpur,3114,4,3071,39,0,0,0,0,0,,
327,MP,Madhya Pradesh,MP_Chhatarpur,Chhatarpur,10150,2,10033,115,0,0,0,0,0,,
328,MP,Madhya Pradesh,MP_Chhindwara,Chhindwara,9089,0,8967,122,0,0,0,0,0,,
329,MP,Madhya Pradesh,MP_Damoh,Damoh,10963,2,10709,252,0,0,0,0,0,,
330,MP,Madhya Pradesh,MP_Datia,Datia,9954,3,9796,155,0,0,0,0,0,,
331,MP,Madhya Pradesh,MP_Dewas,Dewas,9903,0,9852,51,0,0,0,0,0,,
332,MP,Madhya Pradesh,MP_Dhar,Dhar,16751,1,16433,317,0,0,0,0,0,,
333,MP,Madhya Pradesh,MP_Dindori,Dindori,5749,16,5704,29,0,0,0,0,0,,
335,MP,Madhya Pradesh,MP_Guna,Guna,7075,5,6988,82,0,0,0,0,0,,
336,MP,Madhya Pradesh,MP_Gwalior,Gwalior,65996,39,65219,738,0,0,0,0,0,,
337,MP,Madhya Pradesh,MP_Harda,Harda,7125,24,7001,100,0,0,0,0,0,,
338,MP,Madhya Pradesh,MP_Hoshangabad,Hoshangabad,15180,22,15028,130,0,0,0,0,0,,
339,MP,Madhya Pradesh,MP_Indore,Indore,211262,593,209202,1467,0,0,0,0,0,,
340,MP,Madhya Pradesh,MP_Jabalpur,Jabalpur,68275,223,67248,804,0,0,0,0,0,,
341,MP,Madhya Pradesh,MP_Jhabua,Jhabua,10310,0,10224,86,0,0,0,0,0,,
342,MP,Madhya Pradesh,MP_Katni,Katni,11429,13,11285,131,0,0,0,0,0,,
334,MP,Madhya Pradesh,MP_Khandwa,Khandwa,6655,14,6546,95,0,0,0,0,0,,
368,MP,Madhya Pradesh,MP_Khargone,Khargone,19567,19,19189,359,0,0,0,0,0,,
343,MP,Madhya Pradesh,MP_Mandla,Mandla,6835,11,6788,36,0,0,0,0,0,,
344,MP,Madhya Pradesh,MP_Mandsaur,Mandsaur,9835,2,9701,132,0,0,0,0,0,,
345,MP,Madhya Pradesh,MP_Morena,Morena,10098,16,9980,102,0,0,0,0,0,,
346,MP,Madhya Pradesh,MP_Narsinghpur,Narsinghpur,14023,22,13917,84,0,0,0,0,0,,
347,MP,Madhya Pradesh,MP_Neemuch,Neemuch,9499,0,9242,257,0,0,0,0,0,,
348,MP,Madhya Pradesh,MP_Niwari,Niwari,5077,2,5027,48,0,0,0,0,0,,
0,MP,Madhya Pradesh,MP_Other Region,Other Region,0,0,0,0,0,0,0,0,0,,
349,MP,Madhya Pradesh,MP_Panna,Panna,8836,0,8773,63,0,0,0,0,0,,
350,MP,Madhya Pradesh,MP_Raisen,Raisen,13725,21,13505,199,0,0,0,0,0,,
351,MP,Madhya Pradesh,MP_Rajgarh,Rajgarh,10943,10,10750,183,0,0,0,0,0,,
352,MP,Madhya Pradesh,MP_Ratlam,Ratlam,21119,12,20719,388,0,0,0,0,0,,
353,MP,Madhya Pradesh,MP_Rewa,Rewa,19513,1,19356,156,0,0,0,0,0,,
354,MP,Madhya Pradesh,MP_Sagar,Sagar,23164,5,22720,439,0,0,0,0,0,,
355,MP,Madhya Pradesh,MP_Satna,Satna,13872,0,13738,134,0,0,0,0,0,,
356,MP,Madhya Pradesh,MP_Sehore,Sehore,14516,45,14346,125,0,0,0,0,0,,
357,MP,Madhya Pradesh,MP_Seoni,Seoni,10327,0,10299,28,0,0,0,0,0,,
358,MP,Madhya Pradesh,MP_Shahdol,Shahdol,12932,5,12758,169,0,0,0,0,0,,
359,MP,Madhya Pradesh,MP_Shajapur,Shajapur,7495,0,7370,125,0,0,0,0,0,,
360,MP,Madhya Pradesh,MP_Sheopur,Sheopur,4981,0,4903,78,0,0,0,0,0,,
361,MP,Madhya Pradesh,MP_Shivpuri,Shivpuri,16022,4,15831,187,0,0,0,0,0,,
362,MP,Madhya Pradesh,MP_Sidhi,Sidhi,10236,0,10147,89,0,0,0,0,0,,
363,MP,Madhya Pradesh,MP_Singrauli,Singrauli,9591,3,9505,83,0,0,0,0,0,,
364,MP,Madhya Pradesh,MP_Tikamgarh,Tikamgarh,8168,2,8050,116,0,0,0,0,0,,
365,MP,Madhya Pradesh,MP_Ujjain,Ujjain,24308,29,24102,177,0,0,0,0,0,,
366,MP,Madhya Pradesh,MP_Umaria,Umaria,8090,0,8014,76,0,0,0,0,0,,
367,MP,Madhya Pradesh,MP_Vidisha,Vidisha,17190,1,16904,285,0,0,0,0,0,,
432,MZ,Mizoram,MZ_Aizawl,Aizawl,124818,333,124033,452,0,0,0,0,0,,
433,MZ,Mizoram,MZ_Champhai,Champhai,10895,43,10820,32,0,0,0,0,0,,
729,MZ,Mizoram,MZ_Hnahthial,Hnahthial,4053,8,4037,8,0,0,0,0,0,,
730,MZ,Mizoram,MZ_Khawzawl,Khawzawl,6209,45,6159,5,0,0,0,0,0,,
434,MZ,Mizoram,MZ_Kolasib,Kolasib,12323,21,12259,43,0,0,0,0,0,,
435,MZ,Mizoram,MZ_Lawngtlai,Lawngtlai,9211,33,9150,28,0,0,0,0,0,,
436,MZ,Mizoram,MZ_Lunglei,Lunglei,21832,301,21481,50,0,0,0,0,0,,
437,MZ,Mizoram,MZ_Mamit,Mamit,14751,134,14595,22,0,0,0,0,0,,
438,MZ,Mizoram,MZ_Saiha,Saiha,6990,21,6948,21,0,0,0,0,0,,
728,MZ,Mizoram,MZ_Saitual,Saitual,7733,38,7681,14,0,0,0,0,0,,
439,MZ,Mizoram,MZ_Serchhip,Serchhip,14322,70,14217,35,0,0,0,0,0,,
0,NL,Nagaland,NL_Others,Others,0,0,0,0,0,0,0,0,0,,
440,NL,Nagaland,NL_Dimapur,Dimapur,17382,12,15802,484,1084,0,0,0,0,,
441,NL,Nagaland,NL_Kiphire,Kiphire,275,1,264,9,1,0,0,0,0,,
442,NL,Nagaland,NL_Kohima,Kohima,10175,28,9772,134,241,0,0,0,0,,
443,NL,Nagaland,NL_Longleng,Longleng,324,3,301,2,18,0,0,0,0,,
